1902,Met Office Hadley Centre/Climatic Research Unit,-0.37
1903,Met Office Hadley Centre/Climatic Research Unit,-0.47
1904,Met Office Hadley Centre/Climatic Research Unit,-0.53
1905,Met Office Hadley Centre/Climatic Research Unit,-0.34
1906,Met Office Hadley Centre/Climatic Research Unit,-0.25
1907,Met Office Hadley Centre/Climatic Research Unit,-0.44
1908,Met Office Hadley Centre/Climatic Research Unit,-0.45
1909,Met Office Hadley Centre/Climatic Research Unit,-0.47
1910,Met Office Hadley Centre/Climatic Research Unit,-0.46
1911,Met Office Hadley Centre/Climatic Research Unit,-0.47
1912,Met Office Hadley Centre/Climatic Research Unit,-0.41
1913,Met Office Hadley Centre/Climatic Research Unit,-0.40
1914,Met Office Hadley Centre/Climatic Research Unit,-0.20
1915,Met Office Hadley Centre/Climatic Research Unit,-0.13
1916,Met Office Hadley Centre/Climatic Research Unit,-0.35
1917,Met Office Hadley Centre/Climatic Research Unit,-0.48
1918,Met Office Hadley Centre/Climatic Research Unit,-0.36
1919,Met Office Hadley Centre/Climatic Research Unit,-0.26
1920,Met Office Hadley Centre/Climatic Research Unit,-0.23
1921,Met Office Hadley Centre/Climatic Research Unit,-0.17
1922,Met Office Hadley Centre/Climatic Research Unit,-0.27
1923,Met Office Hadley Centre/Climatic Research Unit,-0.25
1924,Met Office Hadley Centre/Climatic Research Unit,-0.25
1925,Met Office Hadley Centre/Climatic Research Unit,-0.22
1926,Met Office Hadley Centre/Climatic Research Unit,-0.06
1927,Met Office Hadley Centre/Climatic Research Unit,-0.16
1928,Met Office Hadley Centre/Climatic Research Unit,-0.14
1929,Met Office Hadley Centre/Climatic Research Unit,-0.33
1930,Met Office Hadley Centre/Climatic Research Unit,-0.11
1931,Met Office Hadley Centre/Climatic Research Unit,-0.04
1932,Met Office Hadley Centre/Climatic Research Unit,-0.08
1933,Met Office Hadley Centre/Climatic Research Unit,-0.26
1934,Met Office Hadley Centre/Climatic Research Unit,-0.11
1935,Met Office Hadley Centre/Climatic Research Unit,-0.14
1936,Met Office Hadley Centre/Climatic Research Unit,-0.10
1937,Met Office Hadley Centre/Climatic Research Unit,0.05
1938,Met Office Hadley Centre/Climatic Research Unit,0.05
1939,Met Office Hadley Centre/Climatic Research Unit,0.03
1940,Met Office Hadley Centre/Climatic Research Unit,0.14
1941,Met Office Hadley Centre/Climatic Research Unit,0.10
1942,Met Office Hadley Centre/Climatic Research Unit,0.07
1943,Met Office Hadley Centre/Climatic Research Unit,0.07
1944,Met Office Hadley Centre/Climatic Research Unit,0.21
1945,Met Office Hadley Centre/Climatic Research Unit,0.11
1946,Met Office Hadley Centre/Climatic Research Unit,-0.05
1947,Met Office Hadley Centre/Climatic Research Unit,-0.02
1948,Met Office Hadley Centre/Climatic Research Unit,-0.06
1949,Met Office Hadley Centre/Climatic Research Unit,-0.08
1950,Met Office Hadley Centre/Climatic Research Unit,-0.16
1951,Met Office Hadley Centre/Climatic Research Unit,0.01
1952,Met Office Hadley Centre/Climatic Research Unit,0.08
1953,Met Office Hadley Centre/Climatic Research Unit,0.14
1954,Met Office Hadley Centre/Climatic Research Unit,-0.05
1955,Met Office Hadley Centre/Climatic Research Unit,-0.13
1956,Met Office Hadley Centre/Climatic Research Unit,-0.20
1957,Met Office Hadley Centre/Climatic Research Unit,0.03
1958,Met Office Hadley Centre/Climatic Research Unit,0.05
1959,Met Office Hadley Centre/Climatic Research Unit,0.02
1960,Met Office Hadley Centre/Climatic Research Unit,-0.05
1961,Met Office Hadley Centre/Climatic Research Unit,0.05
1962,Met Office Hadley Centre/Climatic Research Unit,0.00
